roof_type,roof_shape,roof_deck_attachment,roof_deck_attachment_label,roof_wall_connection,size_bucket,min_roof_sqft,max_roof_sqft,occupation_code,occupation,roof_type_base_person_hours_per_sqft,shape_factor,deck_attachment_factor,wall_connection_factor,occupation_labor_share,scenario_total_base_person_hours_per_sqft,base_person_hours_per_sqft,startup_total_person_hours,startup_person_hours,source_id,evidence_type,confidence,calibration_status,notes
slate,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,47-2061,Construction Laborers,0.1,1.0,1.12,1.08,0.2,0.12096,0.024192,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,11-9021,Construction Managers,0.1,1.0,1.12,1.08,0.05,0.12096,0.006048,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,47-4011,Construction and Building Inspectors,0.1,1.0,1.12,1.08,0.02,0.12096,0.0024192,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,13-1051,Cost Estimators,0.1,1.0,1.12,1.08,0.03,0.12096,0.0036288,12.0,0.36,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,47-1011,First-Line Supervisors of Construction Trades,0.1,1.0,1.12,1.08,0.07,0.12096,0.0084672,12.0,0.84,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,49-0000,"Installation, Maintenance, and Repair Occupations",0.1,1.0,1.12,1.08,0.04,0.12096,0.0048384,12.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,41-3021,Insurance Sales Agents,0.1,1.0,1.12,1.08,0.01,0.12096,0.0012096,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,11-3061,Purchasing Managers,0.1,1.0,1.12,1.08,0.02,0.12096,0.0024192,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,47-2181,Roofers,0.1,1.0,1.12,1.08,0.55,0.12096,0.066528,12.0,6.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.1,1.0,1.12,1.0,0.01,0.112,0.00112,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,47-2061,Construction Laborers,0.1,1.0,1.12,1.0,0.2,0.112,0.0224,24.0,4.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,11-9021,Construction Managers,0.1,1.0,1.12,1.0,0.05,0.112,0.0056,24.0,1.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,47-4011,Construction and Building Inspectors,0.1,1.0,1.12,1.0,0.02,0.112,0.00224,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,13-1051,Cost Estimators,0.1,1.0,1.12,1.0,0.03,0.112,0.00336,24.0,0.72,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,47-1011,First-Line Supervisors of Construction Trades,0.1,1.0,1.12,1.0,0.07,0.112,0.00784,24.0,1.68,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.1,1.0,1.12,1.0,0.04,0.112,0.00448,24.0,0.96,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,41-3021,Insurance Sales Agents,0.1,1.0,1.12,1.0,0.01,0.112,0.00112,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,11-3061,Purchasing Managers,0.1,1.0,1.12,1.0,0.02,0.112,0.00224,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,47-2181,Roofers,0.1,1.0,1.12,1.0,0.55,0.112,0.0616,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.1,1.0,1.12,1.0,0.01,0.112,0.00112,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,47-2061,Construction Laborers,0.1,1.0,1.12,1.0,0.2,0.112,0.0224,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,11-9021,Construction Managers,0.1,1.0,1.12,1.0,0.05,0.112,0.0056,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.1,1.0,1.12,1.0,0.02,0.112,0.00224,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,13-1051,Cost Estimators,0.1,1.0,1.12,1.0,0.03,0.112,0.00336,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.1,1.0,1.12,1.0,0.07,0.112,0.00784,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.1,1.0,1.12,1.0,0.04,0.112,0.00448,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.1,1.0,1.12,1.0,0.01,0.112,0.00112,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,11-3061,Purchasing Managers,0.1,1.0,1.12,1.0,0.02,0.112,0.00224,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,47-2181,Roofers,0.1,1.0,1.12,1.0,0.55,0.112,0.0616,16.0,8.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,13-1031,"Claims Adjusters, Examiners, and Investigators",0.1,1.0,1.12,1.0,0.01,0.112,0.00112,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,47-2061,Construction Laborers,0.1,1.0,1.12,1.0,0.2,0.112,0.0224,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,11-9021,Construction Managers,0.1,1.0,1.12,1.0,0.05,0.112,0.0056,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,47-4011,Construction and Building Inspectors,0.1,1.0,1.12,1.0,0.02,0.112,0.00224,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,13-1051,Cost Estimators,0.1,1.0,1.12,1.0,0.03,0.112,0.00336,12.0,0.36,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,47-1011,First-Line Supervisors of Construction Trades,0.1,1.0,1.12,1.0,0.07,0.112,0.00784,12.0,0.84,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,49-0000,"Installation, Maintenance, and Repair Occupations",0.1,1.0,1.12,1.0,0.04,0.112,0.00448,12.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,41-3021,Insurance Sales Agents,0.1,1.0,1.12,1.0,0.01,0.112,0.00112,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,11-3061,Purchasing Managers,0.1,1.0,1.12,1.0,0.02,0.112,0.00224,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,47-2181,Roofers,0.1,1.0,1.12,1.0,0.55,0.112,0.0616,12.0,6.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.1,1.15,1.0,1.08,0.01,0.1242,0.001242,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,47-2061,Construction Laborers,0.1,1.15,1.0,1.08,0.2,0.1242,0.02484,24.0,4.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,11-9021,Construction Managers,0.1,1.15,1.0,1.08,0.05,0.1242,0.00621,24.0,1.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,47-4011,Construction and Building Inspectors,0.1,1.15,1.0,1.08,0.02,0.1242,0.002484,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,13-1051,Cost Estimators,0.1,1.15,1.0,1.08,0.03,0.1242,0.003726,24.0,0.72,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,47-1011,First-Line Supervisors of Construction Trades,0.1,1.15,1.0,1.08,0.07,0.1242,0.008694,24.0,1.68,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.1,1.15,1.0,1.08,0.04,0.1242,0.004968,24.0,0.96,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,41-3021,Insurance Sales Agents,0.1,1.15,1.0,1.08,0.01,0.1242,0.001242,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,11-3061,Purchasing Managers,0.1,1.15,1.0,1.08,0.02,0.1242,0.002484,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,47-2181,Roofers,0.1,1.15,1.0,1.08,0.55,0.1242,0.06831,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.1,1.15,1.0,1.08,0.01,0.1242,0.001242,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,47-2061,Construction Laborers,0.1,1.15,1.0,1.08,0.2,0.1242,0.02484,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,11-9021,Construction Managers,0.1,1.15,1.0,1.08,0.05,0.1242,0.00621,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.1,1.15,1.0,1.08,0.02,0.1242,0.002484,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,13-1051,Cost Estimators,0.1,1.15,1.0,1.08,0.03,0.1242,0.003726,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.1,1.15,1.0,1.08,0.07,0.1242,0.008694,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.1,1.15,1.0,1.08,0.04,0.1242,0.004968,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.1,1.15,1.0,1.08,0.01,0.1242,0.001242,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,11-3061,Purchasing Managers,0.1,1.15,1.0,1.08,0.02,0.1242,0.002484,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,47-2181,Roofers,0.1,1.15,1.0,1.08,0.55,0.1242,0.06831,16.0,8.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,13-1031,"Claims Adjusters, Examiners, and Investigators",0.1,1.15,1.0,1.08,0.01,0.1242,0.001242,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,47-2061,Construction Laborers,0.1,1.15,1.0,1.08,0.2,0.1242,0.02484,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,11-9021,Construction Managers,0.1,1.15,1.0,1.08,0.05,0.1242,0.00621,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,47-4011,Construction and Building Inspectors,0.1,1.15,1.0,1.08,0.02,0.1242,0.002484,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,13-1051,Cost Estimators,0.1,1.15,1.0,1.08,0.03,0.1242,0.003726,12.0,0.36,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,47-1011,First-Line Supervisors of Construction Trades,0.1,1.15,1.0,1.08,0.07,0.1242,0.008694,12.0,0.84,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,49-0000,"Installation, Maintenance, and Repair Occupations",0.1,1.15,1.0,1.08,0.04,0.1242,0.004968,12.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,41-3021,Insurance Sales Agents,0.1,1.15,1.0,1.08,0.01,0.1242,0.001242,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,11-3061,Purchasing Managers,0.1,1.15,1.0,1.08,0.02,0.1242,0.002484,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,47-2181,Roofers,0.1,1.15,1.0,1.08,0.55,0.1242,0.06831,12.0,6.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.1,1.15,1.0,1.0,0.01,0.115,0.00115,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,47-2061,Construction Laborers,0.1,1.15,1.0,1.0,0.2,0.115,0.023,24.0,4.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,11-9021,Construction Managers,0.1,1.15,1.0,1.0,0.05,0.115,0.00575,24.0,1.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,47-4011,Construction and Building Inspectors,0.1,1.15,1.0,1.0,0.02,0.115,0.0023,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,13-1051,Cost Estimators,0.1,1.15,1.0,1.0,0.03,0.115,0.00345,24.0,0.72,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,47-1011,First-Line Supervisors of Construction Trades,0.1,1.15,1.0,1.0,0.07,0.115,0.00805,24.0,1.68,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.1,1.15,1.0,1.0,0.04,0.115,0.0046,24.0,0.96,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,41-3021,Insurance Sales Agents,0.1,1.15,1.0,1.0,0.01,0.115,0.00115,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,11-3061,Purchasing Managers,0.1,1.15,1.0,1.0,0.02,0.115,0.0023,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,47-2181,Roofers,0.1,1.15,1.0,1.0,0.55,0.115,0.06325,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.1,1.15,1.0,1.0,0.01,0.115,0.00115,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,47-2061,Construction Laborers,0.1,1.15,1.0,1.0,0.2,0.115,0.023,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,11-9021,Construction Managers,0.1,1.15,1.0,1.0,0.05,0.115,0.00575,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.1,1.15,1.0,1.0,0.02,0.115,0.0023,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,13-1051,Cost Estimators,0.1,1.15,1.0,1.0,0.03,0.115,0.00345,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.1,1.15,1.0,1.0,0.07,0.115,0.00805,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.1,1.15,1.0,1.0,0.04,0.115,0.0046,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.1,1.15,1.0,1.0,0.01,0.115,0.00115,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,11-3061,Purchasing Managers,0.1,1.15,1.0,1.0,0.02,0.115,0.0023,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,47-2181,Roofers,0.1,1.15,1.0,1.0,0.55,0.115,0.06325,16.0,8.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,13-1031,"Claims Adjusters, Examiners, and Investigators",0.1,1.15,1.0,1.0,0.01,0.115,0.00115,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,47-2061,Construction Laborers,0.1,1.15,1.0,1.0,0.2,0.115,0.023,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,11-9021,Construction Managers,0.1,1.15,1.0,1.0,0.05,0.115,0.00575,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,47-4011,Construction and Building Inspectors,0.1,1.15,1.0,1.0,0.02,0.115,0.0023,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,13-1051,Cost Estimators,0.1,1.15,1.0,1.0,0.03,0.115,0.00345,12.0,0.36,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,47-1011,First-Line Supervisors of Construction Trades,0.1,1.15,1.0,1.0,0.07,0.115,0.00805,12.0,0.84,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,49-0000,"Installation, Maintenance, and Repair Occupations",0.1,1.15,1.0,1.0,0.04,0.115,0.0046,12.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,41-3021,Insurance Sales Agents,0.1,1.15,1.0,1.0,0.01,0.115,0.00115,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,11-3061,Purchasing Managers,0.1,1.15,1.0,1.0,0.02,0.115,0.0023,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,47-2181,Roofers,0.1,1.15,1.0,1.0,0.55,0.115,0.06325,12.0,6.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
slate,hip,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,small,0,1499.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.1,1.15,1.15,1.08,0.01,0.14283,0.0014283,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
